COMPONENT,Site Name,Joint Base,State Terr,COUNTRY,Oper Stat,PERIMETER,AREA,Shape_Leng,Shape_Area,latitude,longitude
AF Active,Minot AFB,N/A,North Dakota,United States,Active,17.73537119,7.75923308,44277.73987,45592556.83,48.42106232,-101.3383502
AF Active,USAF Academy,N/A,Colorado,United States,Active,36.94683316,28.81367101,78208.7549,123719286.6,38.99465163,-104.8571578
AF Active,Isabela Puerto Rico,N/A,Puerto Rico,Puerto Rico,Active,3.4817657,0.64752032,5888.772157,1874088.158,18.46376455,-67.0658346
AF Active,Little Rock AFB,N/A,Arkansas,United States,Active,14.60126902,9.71379196,29630.71719,37493115.36,34.90400053,-92.13846928
AF Active,Bellows,N/A,Hawaii,United States,Active,5.40831439,0.6427876,9401.380905,1929049.062,21.36368035,-157.7102201
AF Active,Luke AFB,N/A,Arizona,United States,Active,18.59304004,4.54293907,36938.32527,16979511.08,33.53628918,-112.3741837
AF Guard,Jackson IAP Thompson Field,N/A,Mississippi,United States,Active,3.18635924,0.18841526,6204.219566,685359.6016,32.32447103,-90.08267704
AF Guard,Otis ANG Base,N/A,Massachusetts,United States,Active,8.20949827,1.07957185,18252.46384,5011277.264,41.64615106,-70.53373002
AF Guard,Rickenbacker,N/A,Ohio,United States,Active,3.17840196,0.26336079,6855.520187,1157447.084,39.8128369,-82.9437125
AF Guard,Selfridge ANGB,N/A,Michigan,United States,Active,11.9763104,4.84474071,26963.11509,23180355.85,42.6124988,-82.83241601
AF Guard,Volk ANGB,N/A,Wisconsin,United States,Active,10.88799346,3.46476952,25246.65613,17309517.04,43.93626012,-90.25434236
AF Guard,Duluth IAP,N/A,Minnesota,United States,Active,3.62073643,0.23824589,8684.920285,1318434.768,46.84495382,-92.17212828
AF Guard,Toledo/Exp Airport,N/A,Ohio,United States,Active,2.79467094,0.2112758,6222.191883,978927.5029,41.58652593,-83.79196514
Army Guard,NG Camp Niantic,N/A,Connecticut,United States,Active,2.25538866,0.1272156,4974.621542,584855.7814,41.33139867,-72.18794409
Army Guard,NG Pelham Range Training Site - Fort McClellan,N/A,Alabama,United States,Active,25.51423338,34.72625367,50889.77058,130335343.5,33.7179613,-85.95026537
Army Guard,NG MTC-H Camp Roberts,N/A,California,United States,Active,43.04942674,66.57950519,87359.84944,262575893.2,35.78159534,-120.7800406
Army Guard,NG St Cloud NG Armory,N/A,Minnesota,United States,Active,0.47940595,0.01012664,1155.363183,53504.33034,45.56487604,-94.17741874
Army Guard,NG Baton Rouge AFRC,N/A,Louisiana,United States,Active,1.76793402,0.07949045,3378.593911,277427.0842,30.35782478,-91.14083586
Army Guard,NG Camp Grafton,N/A,North Dakota,United States,Active,39.21101987,18.11781989,96551.70928,103818543,47.77119969,-98.71616382
Army Guard,NG Spring City Readiness Center,N/A,Pennsylvania,United States,Active,1.12202011,0.08243453,2460.329353,366282.5848,40.18995898,-75.55581078
Army Guard,NG MTA Gunpowder Military Reservation,N/A,Maryland,United States,Active,3.21346546,0.39683503,6845.084341,1725123.377,39.43237739,-76.50501354
Army Guard,NG Sioux Falls Benson Rd Complex,N/A,South Dakota,United States,Active,1.17532548,0.0888212,2709.911893,438657.0035,43.58929926,-96.67542448
Navy Active,Pearl City,Joint Base Pearl Harbor - Hickam,Hawaii,United States,Active,9.66286982,0.90113404,16800.34828,2704995.804,21.38134325,-157.9740373
Navy Active,Marbo,Joint Region Marianas,Guam,Guam,Active,0.20921927,0.00252842,340.0538925,6966.990351,13.48900129,144.8653443
AF Active,Edwards AFB,N/A,California,United States,Active,113.3904968,481.5408098,230297.2181,1858031037,34.89029672,-117.8487712
Navy Active,Naval Observatory,N/A,District of Columbia,United States,Active,1.1550366,0.11269509,2463.4198,482895.6213,38.92141868,-77.06703258
Army Active,Lake Of The Ozarks Recreation,N/A,Missouri,United States,Active,3.84473544,0.50059651,8074.671523,2096437.176,38.08933732,-92.60502269
Army Active,Fort Shafter,N/A,Hawaii,United States,Active,7.01601646,0.92213281,12195.34763,2766721.243,21.34597984,-157.8834233
MC Active,OLF Atlantic,N/A,North Carolina,United States,Active,8.00600134,2.29638632,16164.85726,8861554.609,34.89485174,-76.34941856
MC Active,MCB Camp Pendleton,N/A,California,United States,Active,75.13581087,196.7732822,148653.881,732527129.7,33.36176312,-117.4235736
Navy Active,Sea Plane Base,N/A,Washington,United States,Active,16.67040945,4.91809346,41450.9564,28755569.43,48.29421627,-122.6009041
AF Active,Kegelman Air Force Auxiliary Field,N/A,Oklahoma,United States,Active,7.88828531,1.9189984,16116.34127,7753845.58,36.73679776,-98.12065309
AF Guard,Pittsburgh IAP (ANG),N/A,Pennsylvania,United States,Active,4.00452124,0.45177954,8738.435998,2024920.334,40.48539063,-80.21287175
AF Guard,Smoky Hill ANG Range,N/A,Kansas,United States,Active,38.01773609,53.03493845,80621.15858,225831464.3,38.69867302,-97.83169707
AF Active,Seguin Auxiliary Field,Joint Base San Antonio,Texas,United States,Active,9.50407424,1.49755612,17999.20396,5144502.178,29.56470137,-97.9056493
Army Guard,NG Orchard Combat Training Center,N/A,Idaho,United States,Active,72.12018494,224.0420562,164590.1819,1093451944,43.22749556,-116.1389773
Army Guard,NG Raleigh,N/A,North Carolina,United States,Active,2.02012792,0.12619144,4136.553887,498013.8768,35.80917286,-78.71207312
Army Guard,NG TS Ike Skelton Jefferson City,N/A,Missouri,United States,Active,3.87773452,0.73617051,8336.018925,3122228.933,38.55152664,-92.06843267
Army Guard,NG Grand Island AASF/RC,N/A,Nebraska,United States,Active,1.04771756,0.07795223,2298.923599,354388.438,40.9618174,-98.29879207
Army Guard,NG Lawrenceville,N/A,New Jersey,United States,Active,1.61750645,0.12211461,3504.638282,543861.0765,40.26978529,-74.74469754
Navy Active,Silver Strand South,N/A,California,United States,Active,4.25677531,0.85815758,8275.453479,3140311.322,32.59696755,-117.1281709
Navy Active,Wahiawa,Joint Base Pearl Harbor - Hickam,Hawaii,United States,Active,7.11309558,1.07307736,12384.85177,3227227.351,21.52043864,-158.0056393
Navy Active,Dandan,Joint Region Marianas,Guam,Guam,Active,2.03463347,0.24844873,3307.200322,683591.0122,13.31068368,144.7367995
Navy Active,SPAWARS South,N/A,California,United States,Active,1.42592048,0.07760893,2795.917591,284443.7452,32.66777749,-117.2405174
AF Active,Rome Laboratory,N/A,New York,United States,Active,3.49336003,0.13098396,7971.688355,639130.857,43.22149614,-75.409702
Army Active,Aberdeen Proving Ground,N/A,Maryland,United States,Active,56.0093554,112.7625871,120246.8803,489661859.1,39.38973326,-76.21848087
